des(0,80596,49488)    
(32018,"<<{OBU}0 ?ESpeed{p1=190}{OBU}0>> ",32022)
(32022,"<<{OBU}0 !EBcmd{p1=1}>> ",32023)
(32023,"<<{OBU}0 !DMIcmd{p1=80}>> ",24757)
(32018,"<<{OBU}0 ?ESpeed{p1=189}{OBU}0>> ",32024)
(32024,"<<{OBU}0 !EBcmd{p1=1}>> ",32025)
(32025,"<<{OBU}0 !DMIcmd{p1=80}>> ",24760)
(32018,"<<{OBU}0 ?ESpeed{p1=188}{OBU}0>> ",32026)
(32026,"<<{OBU}0 !EBcmd{p1=1}>> ",32027)
(32027,"<<{OBU}0 !DMIcmd{p1=80}>> ",24763)
(32018,"<<{OBU}0 ?ESpeed{p1=187}{OBU}0>> ",32028)
(32028,"<<{OBU}0 !EBcmd{p1=1}>> ",32029)
(32029,"<<{OBU}0 !DMIcmd{p1=80}>> ",24766)
(32018,"<<{OBU}0 ?ESpeed{p1=186}{OBU}0>> ",32030)
(32030,"<<{OBU}0 !EBcmd{p1=1}>> ",32031)
(32031,"<<{OBU}0 !DMIcmd{p1=80}>> ",24769)
(32018,"<<{OBU}0 ?ESpeed{p1=185}{OBU}0>> ",32032)
(32032,"<<{OBU}0 !EBcmd{p1=1}>> ",32033)
(32033,"<<{OBU}0 !DMIcmd{p1=80}>> ",24772)
(32018,"<<{OBU}0 ?ESpeed{p1=184}{OBU}0>> ",32034)
(32034,"<<{OBU}0 !EBcmd{p1=1}>> ",32035)
(32035,"<<{OBU}0 !DMIcmd{p1=80}>> ",24775)
(32018,"<<{OBU}0 ?ESpeed{p1=183}{OBU}0>> ",32036)
(32036,"<<{OBU}0 !EBcmd{p1=1}>> ",32037)
(32037,"<<{OBU}0 !DMIcmd{p1=80}>> ",24778)
(32018,"<<{OBU}0 ?ESpeed{p1=182}{OBU}0>> ",32038)
(32038,"<<{OBU}0 !EBcmd{p1=1}>> ",32039)
(32039,"<<{OBU}0 !DMIcmd{p1=80}>> ",24781)
(32018,"<<{OBU}0 ?ESpeed{p1=181}{OBU}0>> ",32040)
(32040,"<<{OBU}0 !EBcmd{p1=1}>> ",32041)
(32041,"<<{OBU}0 !DMIcmd{p1=80}>> ",24784)
(32018,"<<{OBU}0 ?ESpeed{p1=180}{OBU}0>> ",32042)
(32042,"<<{OBU}0 !EBcmd{p1=1}>> ",32043)
(32043,"<<{OBU}0 !DMIcmd{p1=80}>> ",24787)
(32018,"<<{OBU}0 ?ESpeed{p1=179}{OBU}0>> ",32044)
(32044,"<<{OBU}0 !EBcmd{p1=1}>> ",32045)
(32045,"<<{OBU}0 !DMIcmd{p1=80}>> ",24790)
(32018,"<<{OBU}0 ?ESpeed{p1=178}{OBU}0>> ",32046)
(32046,"<<{OBU}0 !EBcmd{p1=1}>> ",32047)
(32047,"<<{OBU}0 !DMIcmd{p1=80}>> ",24793)
(32018,"<<{OBU}0 ?ESpeed{p1=177}{OBU}0>> ",32048)
(32048,"<<{OBU}0 !EBcmd{p1=1}>> ",32049)
(32049,"<<{OBU}0 !DMIcmd{p1=80}>> ",24796)
(32018,"<<{OBU}0 ?ESpeed{p1=176}{OBU}0>> ",32050)
(32050,"<<{OBU}0 !EBcmd{p1=1}>> ",32051)
(32051,"<<{OBU}0 !DMIcmd{p1=80}>> ",24799)
(32018,"<<{OBU}0 ?ESpeed{p1=175}{OBU}0>> ",32052)
(32052,"<<{OBU}0 !EBcmd{p1=1}>> ",32053)
(32053,"<<{OBU}0 !DMIcmd{p1=80}>> ",24802)
(32018,"<<{OBU}0 ?ESpeed{p1=174}{OBU}0>> ",32054)
(32054,"<<{OBU}0 !EBcmd{p1=1}>> ",32055)
(32055,"<<{OBU}0 !DMIcmd{p1=80}>> ",24805)
(32018,"<<{OBU}0 ?ESpeed{p1=173}{OBU}0>> ",32056)
(32056,"<<{OBU}0 !EBcmd{p1=1}>> ",32057)
(32057,"<<{OBU}0 !DMIcmd{p1=80}>> ",24808)
(32018,"<<{OBU}0 ?ESpeed{p1=172}{OBU}0>> ",32058)
(32058,"<<{OBU}0 !EBcmd{p1=1}>> ",32059)
(32059,"<<{OBU}0 !DMIcmd{p1=80}>> ",24811)
(32018,"<<{OBU}0 ?ESpeed{p1=171}{OBU}0>> ",32060)
(32060,"<<{OBU}0 !EBcmd{p1=1}>> ",32061)
(32061,"<<{OBU}0 !DMIcmd{p1=80}>> ",24814)
(32018,"<<{OBU}0 ?ESpeed{p1=170}{OBU}0>> ",32062)
(32062,"<<{OBU}0 !EBcmd{p1=1}>> ",32063)
(32063,"<<{OBU}0 !DMIcmd{p1=80}>> ",24817)
(32018,"<<{OBU}0 ?ESpeed{p1=169}{OBU}0>> ",32064)
(32064,"<<{OBU}0 !EBcmd{p1=1}>> ",32065)
(32065,"<<{OBU}0 !DMIcmd{p1=80}>> ",24820)
(32018,"<<{OBU}0 ?ESpeed{p1=168}{OBU}0>> ",32066)
(32066,"<<{OBU}0 !EBcmd{p1=1}>> ",32067)
(32067,"<<{OBU}0 !DMIcmd{p1=80}>> ",24823)
(32018,"<<{OBU}0 ?ESpeed{p1=167}{OBU}0>> ",32068)
(32068,"<<{OBU}0 !EBcmd{p1=1}>> ",32069)
(32069,"<<{OBU}0 !DMIcmd{p1=80}>> ",24826)
(32018,"<<{OBU}0 ?ESpeed{p1=166}{OBU}0>> ",32070)
(32070,"<<{OBU}0 !EBcmd{p1=1}>> ",32071)
(32071,"<<{OBU}0 !DMIcmd{p1=80}>> ",24829)
(32018,"<<{OBU}0 ?ESpeed{p1=165}{OBU}0>> ",32072)
(32072,"<<{OBU}0 !EBcmd{p1=1}>> ",32073)
(32073,"<<{OBU}0 !DMIcmd{p1=80}>> ",24832)
(32018,"<<{OBU}0 ?ESpeed{p1=164}{OBU}0>> ",32074)
(32074,"<<{OBU}0 !EBcmd{p1=1}>> ",32075)
(32075,"<<{OBU}0 !DMIcmd{p1=80}>> ",24835)
(32018,"<<{OBU}0 ?ESpeed{p1=163}{OBU}0>> ",32076)
(32076,"<<{OBU}0 !EBcmd{p1=1}>> ",32077)
(32077,"<<{OBU}0 !DMIcmd{p1=80}>> ",24838)
(32018,"<<{OBU}0 ?ESpeed{p1=162}{OBU}0>> ",32078)
(32078,"<<{OBU}0 !EBcmd{p1=1}>> ",32079)
(32079,"<<{OBU}0 !DMIcmd{p1=80}>> ",24841)
(32018,"<<{OBU}0 ?ESpeed{p1=161}{OBU}0>> ",32080)
(32080,"<<{OBU}0 !EBcmd{p1=1}>> ",32081)
(32081,"<<{OBU}0 !DMIcmd{p1=80}>> ",24844)
(32018,"<<{OBU}0 ?ESpeed{p1=160}{OBU}0>> ",32082)
(32082,"<<{OBU}0 !EBcmd{p1=1}>> ",32083)
(32083,"<<{OBU}0 !DMIcmd{p1=80}>> ",24847)
(32018,"<<{OBU}0 ?ESpeed{p1=159}{OBU}0>> ",32084)
(32084,"<<{OBU}0 !EBcmd{p1=1}>> ",32085)
(32085,"<<{OBU}0 !DMIcmd{p1=80}>> ",24850)
(32018,"<<{OBU}0 ?ESpeed{p1=158}{OBU}0>> ",32086)
(32086,"<<{OBU}0 !EBcmd{p1=1}>> ",32087)
(32087,"<<{OBU}0 !DMIcmd{p1=80}>> ",24853)
(32018,"<<{OBU}0 ?ESpeed{p1=157}{OBU}0>> ",32088)
(32088,"<<{OBU}0 !EBcmd{p1=1}>> ",32089)
(32089,"<<{OBU}0 !DMIcmd{p1=80}>> ",24856)
(32018,"<<{OBU}0 ?ESpeed{p1=156}{OBU}0>> ",32090)
(32090,"<<{OBU}0 !EBcmd{p1=1}>> ",32091)
(32091,"<<{OBU}0 !DMIcmd{p1=80}>> ",24859)
(32018,"<<{OBU}0 ?ESpeed{p1=155}{OBU}0>> ",32092)
(32092,"<<{OBU}0 !EBcmd{p1=1}>> ",32093)
(32093,"<<{OBU}0 !DMIcmd{p1=80}>> ",24862)
(32018,"<<{OBU}0 ?ESpeed{p1=154}{OBU}0>> ",32094)
(32094,"<<{OBU}0 !EBcmd{p1=1}>> ",32095)
(32095,"<<{OBU}0 !DMIcmd{p1=80}>> ",24865)
(32018,"<<{OBU}0 ?ESpeed{p1=153}{OBU}0>> ",32096)
(32096,"<<{OBU}0 !EBcmd{p1=1}>> ",32097)
(32097,"<<{OBU}0 !DMIcmd{p1=80}>> ",24868)
(32018,"<<{OBU}0 ?ESpeed{p1=152}{OBU}0>> ",32098)
(32098,"<<{OBU}0 !EBcmd{p1=1}>> ",32099)
(32099,"<<{OBU}0 !DMIcmd{p1=80}>> ",24871)
(32018,"<<{OBU}0 ?ESpeed{p1=151}{OBU}0>> ",32100)
(32100,"<<{OBU}0 !EBcmd{p1=1}>> ",32101)
(32101,"<<{OBU}0 !DMIcmd{p1=80}>> ",24874)
(32018,"<<{OBU}0 ?ESpeed{p1=150}{OBU}0>> ",32102)
(32102,"<<{OBU}0 !EBcmd{p1=1}>> ",32103)
(32103,"<<{OBU}0 !DMIcmd{p1=80}>> ",24877)
(32018,"<<{OBU}0 ?ESpeed{p1=149}{OBU}0>> ",32104)
(32104,"<<{OBU}0 !EBcmd{p1=1}>> ",32105)
(32105,"<<{OBU}0 !DMIcmd{p1=80}>> ",24880)
(32018,"<<{OBU}0 ?ESpeed{p1=148}{OBU}0>> ",32106)
(32106,"<<{OBU}0 !EBcmd{p1=1}>> ",32107)
(32107,"<<{OBU}0 !DMIcmd{p1=80}>> ",24883)
(32018,"<<{OBU}0 ?ESpeed{p1=147}{OBU}0>> ",32108)
(32108,"<<{OBU}0 !EBcmd{p1=1}>> ",32109)
(32109,"<<{OBU}0 !DMIcmd{p1=80}>> ",24886)
(32018,"<<{OBU}0 ?ESpeed{p1=146}{OBU}0>> ",32110)
(32110,"<<{OBU}0 !EBcmd{p1=1}>> ",32111)
(32111,"<<{OBU}0 !DMIcmd{p1=80}>> ",24889)
(32018,"<<{OBU}0 ?ESpeed{p1=145}{OBU}0>> ",32112)
(32112,"<<{OBU}0 !EBcmd{p1=1}>> ",32113)
(32113,"<<{OBU}0 !DMIcmd{p1=80}>> ",24892)
(32018,"<<{OBU}0 ?ESpeed{p1=144}{OBU}0>> ",32114)
(32114,"<<{OBU}0 !EBcmd{p1=1}>> ",32115)
(32115,"<<{OBU}0 !DMIcmd{p1=80}>> ",24895)
(32018,"<<{OBU}0 ?ESpeed{p1=143}{OBU}0>> ",32116)
(32116,"<<{OBU}0 !EBcmd{p1=1}>> ",32117)
(32117,"<<{OBU}0 !DMIcmd{p1=80}>> ",24898)
(32018,"<<{OBU}0 ?ESpeed{p1=142}{OBU}0>> ",32118)
(32118,"<<{OBU}0 !EBcmd{p1=1}>> ",32119)
(32119,"<<{OBU}0 !DMIcmd{p1=80}>> ",24901)
(32018,"<<{OBU}0 ?ESpeed{p1=141}{OBU}0>> ",32120)
(32120,"<<{OBU}0 !EBcmd{p1=1}>> ",32121)
(32121,"<<{OBU}0 !DMIcmd{p1=80}>> ",24904)
(32018,"<<{OBU}0 ?ESpeed{p1=140}{OBU}0>> ",32122)
(32122,"<<{OBU}0 !EBcmd{p1=1}>> ",32123)
(32123,"<<{OBU}0 !DMIcmd{p1=80}>> ",24907)
(32018,"<<{OBU}0 ?ESpeed{p1=139}{OBU}0>> ",32124)
(32124,"<<{OBU}0 !EBcmd{p1=1}>> ",32125)
(32125,"<<{OBU}0 !DMIcmd{p1=80}>> ",24910)
(32018,"<<{OBU}0 ?ESpeed{p1=138}{OBU}0>> ",32126)
(32126,"<<{OBU}0 !EBcmd{p1=1}>> ",32127)
(32127,"<<{OBU}0 !DMIcmd{p1=80}>> ",24913)
(32018,"<<{OBU}0 ?ESpeed{p1=137}{OBU}0>> ",32128)
(32128,"<<{OBU}0 !EBcmd{p1=1}>> ",32129)
(32129,"<<{OBU}0 !DMIcmd{p1=80}>> ",24916)
(32018,"<<{OBU}0 ?ESpeed{p1=136}{OBU}0>> ",32130)
(32130,"<<{OBU}0 !EBcmd{p1=1}>> ",32131)
(32131,"<<{OBU}0 !DMIcmd{p1=80}>> ",24919)
(32018,"<<{OBU}0 ?ESpeed{p1=135}{OBU}0>> ",32132)
(32132,"<<{OBU}0 !EBcmd{p1=1}>> ",32133)
(32133,"<<{OBU}0 !DMIcmd{p1=80}>> ",24922)
(32018,"<<{OBU}0 ?ESpeed{p1=134}{OBU}0>> ",32134)
(32134,"<<{OBU}0 !EBcmd{p1=1}>> ",32135)
(32135,"<<{OBU}0 !DMIcmd{p1=80}>> ",24925)
(32018,"<<{OBU}0 ?ESpeed{p1=133}{OBU}0>> ",32136)
(32136,"<<{OBU}0 !EBcmd{p1=1}>> ",32137)
(32137,"<<{OBU}0 !DMIcmd{p1=80}>> ",24928)
(32018,"<<{OBU}0 ?ESpeed{p1=132}{OBU}0>> ",32138)
(32138,"<<{OBU}0 !EBcmd{p1=1}>> ",32139)
(32139,"<<{OBU}0 !DMIcmd{p1=80}>> ",24931)
(32018,"<<{OBU}0 ?ESpeed{p1=131}{OBU}0>> ",32140)
(32140,"<<{OBU}0 !EBcmd{p1=1}>> ",32141)
(32141,"<<{OBU}0 !DMIcmd{p1=80}>> ",24934)
(32018,"<<{OBU}0 ?ESpeed{p1=130}{OBU}0>> ",32142)
(32142,"<<{OBU}0 !EBcmd{p1=1}>> ",32143)
(32143,"<<{OBU}0 !DMIcmd{p1=80}>> ",24937)
(32018,"<<{OBU}0 ?ESpeed{p1=129}{OBU}0>> ",32144)
(32144,"<<{OBU}0 !EBcmd{p1=1}>> ",32145)
(32145,"<<{OBU}0 !DMIcmd{p1=80}>> ",24940)
(32018,"<<{OBU}0 ?ESpeed{p1=128}{OBU}0>> ",32146)
(32146,"<<{OBU}0 !EBcmd{p1=1}>> ",32147)
(32147,"<<{OBU}0 !DMIcmd{p1=80}>> ",24943)
(32018,"<<{OBU}0 ?ESpeed{p1=127}{OBU}0>> ",32148)
(32148,"<<{OBU}0 !EBcmd{p1=1}>> ",32149)
(32149,"<<{OBU}0 !DMIcmd{p1=80}>> ",24946)
(32018,"<<{OBU}0 ?ESpeed{p1=126}{OBU}0>> ",32150)
(32150,"<<{OBU}0 !EBcmd{p1=1}>> ",32151)
(32151,"<<{OBU}0 !DMIcmd{p1=80}>> ",24949)
(32018,"<<{OBU}0 ?ESpeed{p1=125}{OBU}0>> ",32152)
(32152,"<<{OBU}0 !EBcmd{p1=1}>> ",32153)
(32153,"<<{OBU}0 !DMIcmd{p1=80}>> ",24952)
(32018,"<<{OBU}0 ?ESpeed{p1=124}{OBU}0>> ",32154)
(32154,"<<{OBU}0 !EBcmd{p1=1}>> ",32155)
(32155,"<<{OBU}0 !DMIcmd{p1=80}>> ",24955)
(32018,"<<{OBU}0 ?ESpeed{p1=123}{OBU}0>> ",32156)
(32156,"<<{OBU}0 !EBcmd{p1=1}>> ",32157)
(32157,"<<{OBU}0 !DMIcmd{p1=80}>> ",24958)
(32018,"<<{OBU}0 ?ESpeed{p1=122}{OBU}0>> ",32158)
(32158,"<<{OBU}0 !EBcmd{p1=1}>> ",32159)
(32159,"<<{OBU}0 !DMIcmd{p1=80}>> ",24961)
(32018,"<<{OBU}0 ?ESpeed{p1=121}{OBU}0>> ",32160)
(32160,"<<{OBU}0 !EBcmd{p1=1}>> ",32161)
(32161,"<<{OBU}0 !DMIcmd{p1=80}>> ",24964)
(32018,"<<{OBU}0 ?ESpeed{p1=120}{OBU}0>> ",32162)
(32162,"<<{OBU}0 !EBcmd{p1=1}>> ",32163)
(32163,"<<{OBU}0 !DMIcmd{p1=80}>> ",24967)
(32018,"<<{OBU}0 ?ESpeed{p1=119}{OBU}0>> ",32164)
(32164,"<<{OBU}0 !EBcmd{p1=1}>> ",32165)
(32165,"<<{OBU}0 !DMIcmd{p1=80}>> ",24970)
(32018,"<<{OBU}0 ?ESpeed{p1=118}{OBU}0>> ",32166)
(32166,"<<{OBU}0 !EBcmd{p1=1}>> ",32167)
(32167,"<<{OBU}0 !DMIcmd{p1=80}>> ",24973)
(32018,"<<{OBU}0 ?ESpeed{p1=117}{OBU}0>> ",32168)
(32168,"<<{OBU}0 !EBcmd{p1=1}>> ",32169)
(32169,"<<{OBU}0 !DMIcmd{p1=80}>> ",24976)
(32018,"<<{OBU}0 ?ESpeed{p1=116}{OBU}0>> ",32170)
(32170,"<<{OBU}0 !EBcmd{p1=1}>> ",32171)
(32171,"<<{OBU}0 !DMIcmd{p1=80}>> ",24979)
(32018,"<<{OBU}0 ?ESpeed{p1=115}{OBU}0>> ",32172)
(32172,"<<{OBU}0 !EBcmd{p1=1}>> ",32173)
(32173,"<<{OBU}0 !DMIcmd{p1=80}>> ",24982)
(32018,"<<{OBU}0 ?ESpeed{p1=114}{OBU}0>> ",32174)
(32174,"<<{OBU}0 !EBcmd{p1=1}>> ",32175)
(32175,"<<{OBU}0 !DMIcmd{p1=80}>> ",24985)
(32018,"<<{OBU}0 ?ESpeed{p1=113}{OBU}0>> ",32176)
(32176,"<<{OBU}0 !EBcmd{p1=1}>> ",32177)
(32177,"<<{OBU}0 !DMIcmd{p1=80}>> ",24988)
(32018,"<<{OBU}0 ?ESpeed{p1=112}{OBU}0>> ",32178)
(32178,"<<{OBU}0 !EBcmd{p1=1}>> ",32179)
(32179,"<<{OBU}0 !DMIcmd{p1=80}>> ",24991)
(32018,"<<{OBU}0 ?ESpeed{p1=111}{OBU}0>> ",32180)
(32180,"<<{OBU}0 !EBcmd{p1=1}>> ",32181)
(32181,"<<{OBU}0 !DMIcmd{p1=80}>> ",24994)
(32018,"<<{OBU}0 ?ESpeed{p1=110}{OBU}0>> ",32182)
(32182,"<<{OBU}0 !EBcmd{p1=1}>> ",32183)
(32183,"<<{OBU}0 !DMIcmd{p1=80}>> ",24997)
(32018,"<<{OBU}0 ?ESpeed{p1=109}{OBU}0>> ",32184)
(32184,"<<{OBU}0 !EBcmd{p1=1}>> ",32185)
(32185,"<<{OBU}0 !DMIcmd{p1=80}>> ",25000)
(32018,"<<{OBU}0 ?ESpeed{p1=108}{OBU}0>> ",32186)
(32186,"<<{OBU}0 !EBcmd{p1=1}>> ",32187)
(32187,"<<{OBU}0 !DMIcmd{p1=80}>> ",25003)
(32018,"<<{OBU}0 ?ESpeed{p1=107}{OBU}0>> ",32188)
(32188,"<<{OBU}0 !EBcmd{p1=1}>> ",32189)
(32189,"<<{OBU}0 !DMIcmd{p1=80}>> ",25006)
(32018,"<<{OBU}0 ?ESpeed{p1=106}{OBU}0>> ",32190)
(32190,"<<{OBU}0 !EBcmd{p1=1}>> ",32191)
(32191,"<<{OBU}0 !DMIcmd{p1=80}>> ",25009)
(32018,"<<{OBU}0 ?ESpeed{p1=105}{OBU}0>> ",32192)
(32192,"<<{OBU}0 !EBcmd{p1=1}>> ",32193)
(32193,"<<{OBU}0 !DMIcmd{p1=80}>> ",25012)
(32018,"<<{OBU}0 ?ESpeed{p1=104}{OBU}0>> ",32194)
(32194,"<<{OBU}0 !EBcmd{p1=1}>> ",32195)
(32195,"<<{OBU}0 !DMIcmd{p1=80}>> ",25015)
(32018,"<<{OBU}0 ?ESpeed{p1=103}{OBU}0>> ",32196)
(32196,"<<{OBU}0 !EBcmd{p1=1}>> ",32197)
(32197,"<<{OBU}0 !DMIcmd{p1=80}>> ",25018)
(32018,"<<{OBU}0 ?ESpeed{p1=102}{OBU}0>> ",32198)
(32198,"<<{OBU}0 !EBcmd{p1=1}>> ",32199)
(32199,"<<{OBU}0 !DMIcmd{p1=80}>> ",25021)
(32018,"<<{OBU}0 ?ESpeed{p1=101}{OBU}0>> ",32200)
(32200,"<<{OBU}0 !EBcmd{p1=1}>> ",32201)
(32201,"<<{OBU}0 !DMIcmd{p1=80}>> ",25024)
(32018,"<<{OBU}0 ?ESpeed{p1=100}{OBU}0>> ",32202)
(32202,"<<{OBU}0 !EBcmd{p1=1}>> ",32203)
(32203,"<<{OBU}0 !DMIcmd{p1=80}>> ",25027)
(32018,"<<{OBU}0 ?ESpeed{p1=99}{OBU}0>> ",32204)
(32204,"<<{OBU}0 !EBcmd{p1=1}>> ",32205)
(32205,"<<{OBU}0 !DMIcmd{p1=80}>> ",25030)
(32018,"<<{OBU}0 ?ESpeed{p1=98}{OBU}0>> ",32206)
(32206,"<<{OBU}0 !EBcmd{p1=1}>> ",32207)
(32207,"<<{OBU}0 !DMIcmd{p1=80}>> ",25033)
(32018,"<<{OBU}0 ?ESpeed{p1=97}{OBU}0>> ",32208)
(32208,"<<{OBU}0 !EBcmd{p1=1}>> ",32209)
(32209,"<<{OBU}0 !DMIcmd{p1=80}>> ",25036)
(32018,"<<{OBU}0 ?ESpeed{p1=96}{OBU}0>> ",32210)
(32210,"<<{OBU}0 !EBcmd{p1=1}>> ",32211)
(32211,"<<{OBU}0 !DMIcmd{p1=80}>> ",25039)
(32018,"<<{OBU}0 ?ESpeed{p1=95}{OBU}0>> ",32212)
(32212,"<<{OBU}0 !EBcmd{p1=1}>> ",32213)
(32213,"<<{OBU}0 !DMIcmd{p1=80}>> ",25042)
(32018,"<<{OBU}0 ?ESpeed{p1=94}{OBU}0>> ",32214)
(32214,"<<{OBU}0 !EBcmd{p1=1}>> ",32215)
(32215,"<<{OBU}0 !DMIcmd{p1=80}>> ",25045)
(32018,"<<{OBU}0 ?ESpeed{p1=93}{OBU}0>> ",32216)
(32216,"<<{OBU}0 !EBcmd{p1=1}>> ",32217)
(32217,"<<{OBU}0 !DMIcmd{p1=80}>> ",25048)
(32018,"<<{OBU}0 ?ESpeed{p1=92}{OBU}0>> ",32218)
(32218,"<<{OBU}0 !EBcmd{p1=1}>> ",32219)
(32219,"<<{OBU}0 !DMIcmd{p1=80}>> ",25051)
(32018,"<<{OBU}0 ?ESpeed{p1=91}{OBU}0>> ",32220)
(32220,"<<{OBU}0 !EBcmd{p1=1}>> ",32221)
(32221,"<<{OBU}0 !DMIcmd{p1=80}>> ",25054)
(32018,"<<{OBU}0 ?ESpeed{p1=90}{OBU}0>> ",32222)
(32222,"<<{OBU}0 !EBcmd{p1=1}>> ",32223)
(32223,"<<{OBU}0 !DMIcmd{p1=80}>> ",25057)
(32018,"<<{OBU}0 ?ESpeed{p1=89}{OBU}0>> ",32224)
(32224,"<<{OBU}0 !EBcmd{p1=1}>> ",32225)
(32225,"<<{OBU}0 !DMIcmd{p1=80}>> ",25060)
(32018,"<<{OBU}0 ?ESpeed{p1=88}{OBU}0>> ",32226)
(32226,"<<{OBU}0 !EBcmd{p1=1}>> ",32227)
(32227,"<<{OBU}0 !DMIcmd{p1=80}>> ",25063)
(32018,"<<{OBU}0 ?ESpeed{p1=87}{OBU}0>> ",32228)
(32228,"<<{OBU}0 !EBcmd{p1=1}>> ",32229)
(32229,"<<{OBU}0 !DMIcmd{p1=80}>> ",25066)
(32018,"<<{OBU}0 ?ESpeed{p1=86}{OBU}0>> ",32230)
(32230,"<<{OBU}0 !EBcmd{p1=1}>> ",32231)
(32231,"<<{OBU}0 !DMIcmd{p1=80}>> ",25069)
(32018,"<<{OBU}0 ?ESpeed{p1=85}{OBU}0>> ",32232)
(32232,"<<{OBU}0 !EBcmd{p1=1}>> ",32233)
(32233,"<<{OBU}0 !DMIcmd{p1=80}>> ",25072)
(32018,"<<{OBU}0 ?ESpeed{p1=84}{OBU}0>> ",32234)
(32234,"<<{OBU}0 !EBcmd{p1=1}>> ",32235)
(32235,"<<{OBU}0 !DMIcmd{p1=80}>> ",25075)
(32018,"<<{OBU}0 ?ESpeed{p1=83}{OBU}0>> ",32236)
(32236,"<<{OBU}0 !EBcmd{p1=1}>> ",32237)
(32237,"<<{OBU}0 !DMIcmd{p1=80}>> ",25078)
(32018,"<<{OBU}0 ?ESpeed{p1=82}{OBU}0>> ",32238)
(32238,"<<{OBU}0 !EBcmd{p1=1}>> ",32239)
(32239,"<<{OBU}0 !DMIcmd{p1=80}>> ",25081)
(32018,"<<{OBU}0 ?ESpeed{p1=81}{OBU}0>> ",32240)
(32240,"<<{OBU}0 !EBcmd{p1=1}>> ",32241)
(32241,"<<{OBU}0 !DMIcmd{p1=80}>> ",25084)
(32018,"<<{OBU}0 ?ESpeed{p1=80}{OBU}0>> ",32242)
(32242,"<<{OBU}0 !DMIcmd{p1=80}>> ",25087)
(32018,"<<{OBU}0 ?ESpeed{p1=79}{OBU}0>> ",32243)
(32243,"<<{OBU}0 !DMIcmd{p1=80}>> ",25312)
(32018,"<<{OBU}0 ?ESpeed{p1=78}{OBU}0>> ",32244)
(32244,"<<{OBU}0 !DMIcmd{p1=80}>> ",25538)
(32018,"<<{OBU}0 ?ESpeed{p1=77}{OBU}0>> ",32245)
(32245,"<<{OBU}0 !DMIcmd{p1=80}>> ",25765)
(32018,"<<{OBU}0 ?ESpeed{p1=76}{OBU}0>> ",32246)
(32246,"<<{OBU}0 !DMIcmd{p1=80}>> ",25993)
(32018,"<<{OBU}0 ?ESpeed{p1=75}{OBU}0>> ",32247)
(32247,"<<{OBU}0 !DMIcmd{p1=80}>> ",26222)
(32018,"<<{OBU}0 ?ESpeed{p1=74}{OBU}0>> ",32248)
(32248,"<<{OBU}0 !DMIcmd{p1=80}>> ",26452)
(32018,"<<{OBU}0 ?ESpeed{p1=73}{OBU}0>> ",32249)
(32249,"<<{OBU}0 !DMIcmd{p1=80}>> ",26683)
(32018,"<<{OBU}0 ?ESpeed{p1=72}{OBU}0>> ",32250)
(32250,"<<{OBU}0 !DMIcmd{p1=80}>> ",26915)
(32018,"<<{OBU}0 ?ESpeed{p1=71}{OBU}0>> ",32251)
(32251,"<<{OBU}0 !DMIcmd{p1=80}>> ",27148)
(32018,"<<{OBU}0 ?ESpeed{p1=70}{OBU}0>> ",32252)
(32252,"<<{OBU}0 !DMIcmd{p1=80}>> ",27382)
(32018,"<<{OBU}0 ?ESpeed{p1=69}{OBU}0>> ",32253)
(32253,"<<{OBU}0 !DMIcmd{p1=80}>> ",27617)
(32018,"<<{OBU}0 ?ESpeed{p1=68}{OBU}0>> ",32254)
(32254,"<<{OBU}0 !DMIcmd{p1=80}>> ",27853)
(32018,"<<{OBU}0 ?ESpeed{p1=67}{OBU}0>> ",32255)
(32255,"<<{OBU}0 !DMIcmd{p1=80}>> ",28090)
(32018,"<<{OBU}0 ?ESpeed{p1=66}{OBU}0>> ",32256)
(32256,"<<{OBU}0 !DMIcmd{p1=80}>> ",28328)
(32018,"<<{OBU}0 ?ESpeed{p1=65}{OBU}0>> ",32257)
(32257,"<<{OBU}0 !DMIcmd{p1=80}>> ",28567)
(32018,"<<{OBU}0 ?ESpeed{p1=64}{OBU}0>> ",32258)
(32258,"<<{OBU}0 !DMIcmd{p1=80}>> ",28807)
(32018,"<<{OBU}0 ?ESpeed{p1=63}{OBU}0>> ",32259)
(32259,"<<{OBU}0 !DMIcmd{p1=80}>> ",29048)
(32018,"<<{OBU}0 ?ESpeed{p1=62}{OBU}0>> ",32260)
(32260,"<<{OBU}0 !DMIcmd{p1=80}>> ",29290)
(32018,"<<{OBU}0 ?ESpeed{p1=61}{OBU}0>> ",32261)
(32261,"<<{OBU}0 !DMIcmd{p1=80}>> ",29533)
(32018,"<<{OBU}0 ?ESpeed{p1=60}{OBU}0>> ",32262)
(32262,"<<{OBU}0 !DMIcmd{p1=80}>> ",29777)
(32018,"<<{OBU}0 ?ESpeed{p1=59}{OBU}0>> ",32263)
(32263,"<<{OBU}0 !DMIcmd{p1=80}>> ",30022)
(32018,"<<{OBU}0 ?ESpeed{p1=58}{OBU}0>> ",32264)
(32264,"<<{OBU}0 !DMIcmd{p1=80}>> ",30268)
(32018,"<<{OBU}0 ?ESpeed{p1=57}{OBU}0>> ",32265)
(32265,"<<{OBU}0 !DMIcmd{p1=80}>> ",30515)
(32018,"<<{OBU}0 ?ESpeed{p1=56}{OBU}0>> ",32266)
